worker_id,mine_id,contractor_id,employee_type,name,role,department,shift,competency,training_valid_until,training_status,fitness_valid_until,fitness_status,ppe_status,attendance_status,work_area,created_at,data_source
WRK-00115,M003,,EMPLOYEE,Demo Worker WRK-00115,Survey Assistant,Environment,C,TRAINEE,2026-10-23,VALID,2027-03-31,VALID,PARTIAL,OFF_SHIFT,Workshop,2025-10-25,DEMO_SYNTHETIC
WRK-00116,M003,,EMPLOYEE,Demo Worker WRK-00116,Fitter,Safety,A,SUPERVISED,2027-09-06,VALID,2027-06-12,VALID,PARTIAL,PRESENT,Panel-2,2025-07-02,DEMO_SYNTHETIC
WRK-00117,M003,CTR-0009,CONTRACTOR,Demo Worker WRK-00117,Safety Assistant,Production,B,TRAINEE,2026-08-27,EXPIRED,2027-01-21,VALID,NON_COMPLIANT,PRESENT,Panel-2,2025-09-19,DEMO_SYNTHETIC
WRK-00118,M003,,EMPLOYEE,Demo Worker WRK-00118,Safety Assistant,Environment,B,COMPETENT,2027-08-02,VALID,2026-10-15,VALID,COMPLIANT,PRESENT,Panel-1,2025-06-25,DEMO_SYNTHETIC
WRK-00119,M003,CTR-0007,CONTRACTOR,Demo Worker WRK-00119,General Worker,Mechanical,C,COMPETENT,2026-10-31,VALID,2027-07-01,VALID,COMPLIANT,PRESENT,West Dump,2024-07-29,DEMO_SYNTHETIC
WRK-00120,M003,,EMPLOYEE,Demo Worker WRK-00120,Excavator Operator,Electrical,C,SUPERVISED,2026-12-20,VALID,2027-01-22,VALID,COMPLIANT,OFF_SHIFT,Pit,2023-09-27,DEMO_SYNTHETIC
WRK-00121,M003,,EMPLOYEE,Demo Worker WRK-00121,Dumper Operator,Environment,C,TRAINEE,2027-03-03,VALID,2027-06-03,VALID,PARTIAL,PRESENT,Pit,2025-08-29,DEMO_SYNTHETIC
WRK-00122,M003,,EMPLOYEE,Demo Worker WRK-00122,Fitter,Electrical,A,SUPERVISED,2027-04-19,VALID,2027-06-29,VALID,COMPLIANT,PRESENT,Pit,2025-10-05,DEMO_SYNTHETIC
WRK-00123,M003,,EMPLOYEE,Demo Worker WRK-00123,Survey Assistant,Operations,B,SUPERVISED,2027-04-09,VALID,2027-06-27,VALID,PARTIAL,LEAVE,Panel-2,2024-11-22,DEMO_SYNTHETIC
WRK-00124,M003,CTR-0008,CONTRACTOR,Demo Worker WRK-00124,Excavator Operator,Electrical,B,TRAINEE,2026-11-17,VALID,2027-04-12,VALID,COMPLIANT,PRESENT,West Dump,2025-02-27,DEMO_SYNTHETIC
WRK-00125,M003,CTR-0009,CONTRACTOR,Demo Worker WRK-00125,Drill Operator,Environment,B,SUPERVISED,2027-06-19,VALID,2026-11-29,VALID,COMPLIANT,PRESENT,Coal Face,2023-07-24,DEMO_SYNTHETIC
WRK-00126,M003,CTR-0008,CONTRACTOR,Demo Worker WRK-00126,Electrician,Safety,A,COMPETENT,2026-07-20,EXPIRED,2027-02-09,VALID,PARTIAL,OFF_SHIFT,West Dump,2023-08-20,DEMO_SYNTHETIC
WRK-00127,M003,CTR-0009,CONTRACTOR,Demo Worker WRK-00127,Electrician,Mechanical,C,SUPERVISED,2026-10-30,VALID,2026-12-29,VALID,COMPLIANT,PRESENT,Panel-1,2024-03-17,DEMO_SYNTHETIC
WRK-00128,M003,,EMPLOYEE,Demo Worker WRK-00128,Fitter,Safety,B,TRAINEE,2027-08-30,VALID,2026-10-31,VALID,COMPLIANT,LEAVE,Workshop,2026-07-03,DEMO_SYNTHETIC
WRK-00129,M003,,EMPLOYEE,Demo Worker WRK-00129,Dumper Operator,Environment,C,SUPERVISED,2027-10-01,VALID,2027-06-23,VALID,PARTIAL,PRESENT,Coal Face,2023-12-21,DEMO_SYNTHETIC
WRK-00130,M003,CTR-0007,CONTRACTOR,Demo Worker WRK-00130,Survey Assistant,Electrical,A,COMPETENT,2026-12-17,VALID,2027-04-13,VALID,NON_COMPLIANT,PRESENT,West Dump,2023-10-08,DEMO_SYNTHETIC
WRK-00131,M003,,EMPLOYEE,Demo Worker WRK-00131,Excavator Operator,Production,C,TRAINEE,2027-10-25,VALID,2027-04-02,VALID,COMPLIANT,PRESENT,Panel-2,2025-08-15,DEMO_SYNTHETIC
WRK-00132,M003,CTR-0009,CONTRACTOR,Demo Worker WRK-00132,General Worker,Electrical,A,TRAINEE,2027-02-15,VALID,2027-05-02,VALID,COMPLIANT,OFF_SHIFT,Surface Office,2025-08-19,DEMO_SYNTHETIC
WRK-00133,M003,,EMPLOYEE,Demo Worker WRK-00133,Electrician,Environment,A,TRAINEE,2027-02-09,VALID,2026-08-25,EXPIRED,COMPLIANT,PRESENT,Panel-2,2024-07-27,DEMO_SYNTHETIC
WRK-00134,M003,,EMPLOYEE,Demo Worker WRK-00134,Safety Assistant,Production,A,SUPERVISED,2026-12-12,VALID,2027-07-10,VALID,COMPLIANT,PRESENT,Surface Office,2024-07-15,DEMO_SYNTHETIC
WRK-00135,M003,,EMPLOYEE,Demo Worker WRK-00135,Dumper Operator,Mechanical,A,TRAINEE,2027-04-26,VALID,2026-10-01,DUE_SOON,COMPLIANT,PRESENT,Panel-2,2024-09-11,DEMO_SYNTHETIC
WRK-00136,M004,CTR-0011,CONTRACTOR,Demo Worker WRK-00136,Continuous Miner Operator,Electrical,C,SUPERVISED,2027-01-23,VALID,2027-04-09,VALID,COMPLIANT,PRESENT,Haul Road,2024-03-07,DEMO_SYNTHETIC
WRK-00137,M004,,EMPLOYEE,Demo Worker WRK-00137,General Worker,Safety,C,COMPETENT,2027-08-25,VALID,2026-10-03,VALID,PARTIAL,PRESENT,Pit,2025-05-02,DEMO_SYNTHETIC
WRK-00138,M004,,EMPLOYEE,Demo Worker WRK-00138,Safety Assistant,Environment,A,SUPERVISED,2027-02-27,VALID,2026-10-24,VALID,COMPLIANT,PRESENT,Haul Road,2025-01-03,DEMO_SYNTHETIC
WRK-00139,M004,CTR-0012,CONTRACTOR,Demo Worker WRK-00139,Safety Assistant,Electrical,A,SUPERVISED,2026-11-13,VALID,2026-12-05,VALID,PARTIAL,PRESENT,Panel-2,2023-07-10,DEMO_SYNTHETIC
WRK-00140,M004,CTR-0010,CONTRACTOR,Demo Worker WRK-00140,Safety Assistant,Environment,A,TRAINEE,2026-11-12,VALID,2026-11-13,VALID,NON_COMPLIANT,OFF_SHIFT,Haul Road,2024-01-02,DEMO_SYNTHETIC
WRK-00141,M004,CTR-0011,CONTRACTOR,Demo Worker WRK-00141,Fitter,Mechanical,B,COMPETENT,2027-04-12,VALID,2027-05-25,VALID,COMPLIANT,PRESENT,Workshop,2024-02-14,DEMO_SYNTHETIC
WRK-00142,M004,,EMPLOYEE,Demo Worker WRK-00142,Roof Bolter,Electrical,B,TRAINEE,2026-07-22,EXPIRED,2027-07-18,VALID,COMPLIANT,PRESENT,Pit,2024-06-28,DEMO_SYNTHETIC
WRK-00143,M004,CTR-0011,CONTRACTOR,Demo Worker WRK-00143,Ventilation Assistant,Mechanical,A,SUPERVISED,2027-01-16,VALID,2027-08-03,VALID,COMPLIANT,OFF_SHIFT,Workshop,2024-07-31,DEMO_SYNTHETIC
WRK-00144,M004,CTR-0011,CONTRACTOR,Demo Worker WRK-00144,Pump Operator,Safety,A,COMPETENT,2027-03-05,VALID,2027-05-09,VALID,COMPLIANT,LEAVE,Panel-2,2026-05-19,DEMO_SYNTHETIC
WRK-00145,M004,CTR-0012,CONTRACTOR,Demo Worker WRK-00145,General Worker,Operations,A,TRAINEE,2027-02-19,VALID,2026-09-26,DUE_SOON,COMPLIANT,LEAVE,Haul Road,2024-02-16,DEMO_SYNTHETIC
WRK-00146,M004,,EMPLOYEE,Demo Worker WRK-00146,Safety Assistant,Operations,C,TRAINEE,2027-03-29,VALID,2027-07-06,VALID,NON_COMPLIANT,PRESENT,Panel-1,2023-07-31,DEMO_SYNTHETIC
WRK-00147,M004,,EMPLOYEE,Demo Worker WRK-00147,Electrician,Electrical,A,SUPERVISED,2026-10-20,VALID,2027-07-17,VALID,COMPLIANT,PRESENT,Surface Office,2026-01-11,DEMO_SYNTHETIC
WRK-00148,M004,,EMPLOYEE,Demo Worker WRK-00148,Roof Bolter,Environment,A,COMPETENT,2026-11-30,VALID,2027-02-02,VALID,COMPLIANT,PRESENT,Panel-2,2024-06-28,DEMO_SYNTHETIC
WRK-00149,M004,CTR-0011,CONTRACTOR,Demo Worker WRK-00149,Fitter,Electrical,C,COMPETENT,2026-10-11,VALID,2027-06-25,VALID,COMPLIANT,OFF_SHIFT,Workshop,2024-01-29,DEMO_SYNTHETIC
WRK-00150,M004,,EMPLOYEE,Demo Worker WRK-00150,Fitter,Mechanical,C,COMPETENT,2027-01-08,VALID,2026-08-29,EXPIRED,COMPLIANT,PRESENT,Panel-2,2024-05-17,DEMO_SYNTHETIC
WRK-00151,M004,,EMPLOYEE,Demo Worker WRK-00151,Ventilation Assistant,Operations,C,TRAINEE,2026-12-27,VALID,2027-08-24,VALID,COMPLIANT,PRESENT,Haul Road,2024-01-30,DEMO_SYNTHETIC
WRK-00152,M004,CTR-0011,CONTRACTOR,Demo Worker WRK-00152,Safety Assistant,Mechanical,A,TRAINEE,2026-08-19,EXPIRED,2027-07-02,VALID,COMPLIANT,PRESENT,Pit,2023-11-01,DEMO_SYNTHETIC
WRK-00153,M004,CTR-0012,CONTRACTOR,Demo Worker WRK-00153,Fitter,Safety,B,SUPERVISED,2026-09-21,DUE_SOON,2027-03-23,VALID,COMPLIANT,PRESENT,Haul Road,2024-07-31,DEMO_SYNTHETIC
WRK-00154,M004,,EMPLOYEE,Demo Worker WRK-00154,Fitter,Electrical,B,TRAINEE,2027-05-18,VALID,2027-03-30,VALID,PARTIAL,PRESENT,West Dump,2023-07-17,DEMO_SYNTHETIC
WRK-00155,M004,CTR-0012,CONTRACTOR,Demo Worker WRK-00155,Electrician,Mechanical,B,TRAINEE,2027-08-17,VALID,2027-07-31,VALID,PARTIAL,OFF_SHIFT,Panel-2,2025-07-24,DEMO_SYNTHETIC
WRK-00156,M004,CTR-0012,CONTRACTOR,Demo Worker WRK-00156,Pump Operator,Environment,C,SUPERVISED,2026-11-27,VALID,2027-08-20,VALID,COMPLIANT,LEAVE,Coal Face,2023-09-05,DEMO_SYNTHETIC
WRK-00157,M004,,EMPLOYEE,Demo Worker WRK-00157,General Worker,Safety,B,SUPERVISED,2026-08-23,EXPIRED,2027-03-01,VALID,COMPLIANT,PRESENT,Workshop,2026-04-10,DEMO_SYNTHETIC
WRK-00158,M004,,EMPLOYEE,Demo Worker WRK-00158,Roof Bolter,Production,C,TRAINEE,2027-03-24,VALID,2027-02-19,VALID,COMPLIANT,LEAVE,Panel-2,2025-06-08,DEMO_SYNTHETIC
WRK-00159,M004,CTR-0012,CONTRACTOR,Demo Worker WRK-00159,Continuous Miner Operator,Environment,C,SUPERVISED,2026-08-07,EXPIRED,2027-05-11,VALID,PARTIAL,PRESENT,Coal Face,2025-04-11,DEMO_SYNTHETIC
WRK-00160,M004,CTR-0010,CONTRACTOR,Demo Worker WRK-00160,General Worker,Production,A,SUPERVISED,2027-08-22,VALID,2027-01-03,VALID,COMPLIANT,PRESENT,Workshop,2025-03-14,DEMO_SYNTHETIC
WRK-00161,M004,,EMPLOYEE,Demo Worker WRK-00161,Safety Assistant,Mechanical,A,TRAINEE,2026-10-05,VALID,2026-10-26,VALID,COMPLIANT,PRESENT,Panel-2,2024-03-03,DEMO_SYNTHETIC
WRK-00162,M004,CTR-0011,CONTRACTOR,Demo Worker WRK-00162,Electrician,Electrical,A,COMPETENT,2027-07-03,VALID,2026-08-30,EXPIRED,COMPLIANT,PRESENT,Panel-1,2025-01-21,DEMO_SYNTHETIC
WRK-00163,M004,,EMPLOYEE,Demo Worker WRK-00163,Pump Operator,Operations,C,TRAINEE,2027-07-19,VALID,2026-09-05,DUE_SOON,COMPLIANT,PRESENT,Surface Office,2024-08-27,DEMO_SYNTHETIC
WRK-00164,M004,,EMPLOYEE,Demo Worker WRK-00164,Continuous Miner Operator,Safety,B,TRAINEE,2026-10-01,DUE_SOON,2026-11-11,VALID,COMPLIANT,PRESENT,West Dump,2025-10-20,DEMO_SYNTHETIC
WRK-00165,M004,,EMPLOYEE,Demo Worker WRK-00165,Roof Bolter,Environment,B,TRAINEE,2027-09-25,VALID,2027-02-24,VALID,COMPLIANT,PRESENT,Panel-2,2026-05-26,DEMO_SYNTHETIC
WRK-00166,M004,CTR-0010,CONTRACTOR,Demo Worker WRK-00166,Electrician,Operations,A,COMPETENT,2027-10-16,VALID,2027-04-17,VALID,COMPLIANT,PRESENT,Coal Face,2025-05-09,DEMO_SYNTHETIC
WRK-00167,M004,CTR-0011,CONTRACTOR,Demo Worker WRK-00167,Continuous Miner Operator,Safety,C,SUPERVISED,2026-12-05,VALID,2027-06-19,VALID,COMPLIANT,PRESENT,Workshop,2026-02-10,DEMO_SYNTHETIC
WRK-00168,M004,,EMPLOYEE,Demo Worker WRK-00168,General Worker,Operations,C,TRAINEE,2027-06-04,VALID,2027-03-05,VALID,COMPLIANT,OFF_SHIFT,Panel-1,2025-10-10,DEMO_SYNTHETIC
WRK-00169,M004,CTR-0011,CONTRACTOR,Demo Worker WRK-00169,Fitter,Electrical,C,SUPERVISED,2026-11-03,VALID,2027-06-07,VALID,COMPLIANT,PRESENT,Workshop,2025-12-07,DEMO_SYNTHETIC
WRK-00170,M004,CTR-0011,CONTRACTOR,Demo Worker WRK-00170,Roof Bolter,Safety,C,TRAINEE,2027-07-17,VALID,2027-04-21,VALID,COMPLIANT,PRESENT,Panel-1,2024-10-15,DEMO_SYNTHETIC
WRK-00171,M004,,EMPLOYEE,Demo Worker WRK-00171,Continuous Miner Operator,Production,B,TRAINEE,2027-04-13,VALID,2026-08-12,EXPIRED,COMPLIANT,ABSENT,West Dump,2025-03-06,DEMO_SYNTHETIC
WRK-00172,M004,CTR-0011,CONTRACTOR,Demo Worker WRK-00172,Ventilation Assistant,Environment,B,SUPERVISED,2027-02-09,VALID,2027-01-31,VALID,COMPLIANT,LEAVE,Coal Face,2023-06-12,DEMO_SYNTHETIC
WRK-00173,M004,CTR-0011,CONTRACTOR,Demo Worker WRK-00173,Fitter,Electrical,C,COMPETENT,2027-08-17,VALID,2027-06-26,VALID,COMPLIANT,PRESENT,Surface Office,2025-03-10,DEMO_SYNTHETIC
WRK-00174,M004,,EMPLOYEE,Demo Worker WRK-00174,Pump Operator,Safety,C,TRAINEE,2026-09-15,DUE_SOON,2027-06-01,VALID,NON_COMPLIANT,LEAVE,Surface Office,2025-05-20,DEMO_SYNTHETIC
WRK-00175,M004,,EMPLOYEE,Demo Worker WRK-00175,Fitter,Operations,B,TRAINEE,2027-03-02,VALID,2027-01-04,VALID,COMPLIANT,PRESENT,Workshop,2024-06-25,DEMO_SYNTHETIC
WRK-00176,M004,,EMPLOYEE,Demo Worker WRK-00176,Pump Operator,Production,A,COMPETENT,2027-10-14,VALID,2026-08-20,EXPIRED,COMPLIANT,PRESENT,West Dump,2023-05-30,DEMO_SYNTHETIC
WRK-00177,M004,CTR-0010,CONTRACTOR,Demo Worker WRK-00177,Fitter,Environment,A,COMPETENT,2027-08-09,VALID,2027-03-31,VALID,COMPLIANT,PRESENT,Panel-1,2025-12-03,DEMO_SYNTHETIC
WRK-00178,M004,,EMPLOYEE,Demo Worker WRK-00178,Pump Operator,Operations,C,COMPETENT,2026-12-19,VALID,2027-08-11,VALID,COMPLIANT,PRESENT,Haul Road,2025-05-26,DEMO_SYNTHETIC
WRK-00179,M004,,EMPLOYEE,Demo Worker WRK-00179,General Worker,Electrical,B,TRAINEE,2026-10-11,VALID,2026-12-06,VALID,COMPLIANT,LEAVE,Panel-1,2025-10-09,DEMO_SYNTHETIC
WRK-00180,M004,,EMPLOYEE,Demo Worker WRK-00180,Ventilation Assistant,Mechanical,C,SUPERVISED,2026-12-02,VALID,2027-08-07,VALID,PARTIAL,OFF_SHIFT,Panel-1,2023-06-19,DEMO_SYNTHETIC
WRK-00181,M005,CTR-0015,CONTRACTOR,Demo Worker WRK-00181,Fitter,Safety,C,SUPERVISED,2026-10-21,VALID,2026-12-30,VALID,COMPLIANT,PRESENT,Pit,2026-04-13,DEMO_SYNTHETIC
WRK-00182,M005,,EMPLOYEE,Demo Worker WRK-00182,General Worker,Operations,C,SUPERVISED,2027-05-29,VALID,2026-11-30,VALID,COMPLIANT,PRESENT,Workshop,2023-09-20,DEMO_SYNTHETIC
WRK-00183,M005,CTR-0013,CONTRACTOR,Demo Worker WRK-00183,Safety Assistant,Mechanical,C,COMPETENT,2027-04-10,VALID,2026-10-15,VALID,COMPLIANT,PRESENT,Panel-1,2024-04-19,DEMO_SYNTHETIC
WRK-00184,M005,,EMPLOYEE,Demo Worker WRK-00184,Dumper Operator,Operations,B,TRAINEE,2026-08-13,EXPIRED,2027-06-11,VALID,COMPLIANT,PRESENT,Workshop,2023-12-05,DEMO_SYNTHETIC
WRK-00185,M005,CTR-0015,CONTRACTOR,Demo Worker WRK-00185,General Worker,Electrical,C,COMPETENT,2026-12-01,VALID,2027-08-20,VALID,COMPLIANT,PRESENT,West Dump,2026-05-25,DEMO_SYNTHETIC
WRK-00186,M005,CTR-0015,CONTRACTOR,Demo Worker WRK-00186,Survey Assistant,Production,A,TRAINEE,2027-02-25,VALID,2027-08-21,VALID,COMPLIANT,PRESENT,Workshop,2025-02-05,DEMO_SYNTHETIC
WRK-00187,M005,,EMPLOYEE,Demo Worker WRK-00187,Safety Assistant,Operations,B,COMPETENT,2026-09-03,DUE_SOON,2027-08-18,VALID,COMPLIANT,PRESENT,Panel-1,2025-01-07,DEMO_SYNTHETIC
WRK-00188,M005,CTR-0013,CONTRACTOR,Demo Worker WRK-00188,Fitter,Production,B,COMPETENT,2027-08-26,VALID,2027-03-23,VALID,PARTIAL,PRESENT,Haul Road,2024-06-20,DEMO_SYNTHETIC
WRK-00189,M005,,EMPLOYEE,Demo Worker WRK-00189,Safety Assistant,Electrical,B,COMPETENT,2027-05-14,VALID,2027-07-31,VALID,COMPLIANT,PRESENT,Haul Road,2025-08-21,DEMO_SYNTHETIC
WRK-00190,M005,,EMPLOYEE,Demo Worker WRK-00190,Safety Assistant,Electrical,A,TRAINEE,2026-09-03,DUE_SOON,2027-05-07,VALID,COMPLIANT,OFF_SHIFT,West Dump,2025-02-07,DEMO_SYNTHETIC
WRK-00191,M005,CTR-0014,CONTRACTOR,Demo Worker WRK-00191,Fitter,Production,A,TRAINEE,2026-08-08,EXPIRED,2026-11-12,VALID,COMPLIANT,ABSENT,Panel-1,2024-02-24,DEMO_SYNTHETIC
WRK-00192,M005,,EMPLOYEE,Demo Worker WRK-00192,Drill Operator,Safety,B,COMPETENT,2026-12-12,VALID,2026-08-22,EXPIRED,COMPLIANT,PRESENT,West Dump,2026-04-03,DEMO_SYNTHETIC
WRK-00193,M005,,EMPLOYEE,Demo Worker WRK-00193,Survey Assistant,Electrical,A,COMPETENT,2027-05-29,VALID,2026-12-22,VALID,COMPLIANT,OFF_SHIFT,Panel-1,2025-08-16,DEMO_SYNTHETIC
WRK-00194,M005,CTR-0014,CONTRACTOR,Demo Worker WRK-00194,Fitter,Production,B,TRAINEE,2026-09-20,DUE_SOON,2027-07-31,VALID,COMPLIANT,PRESENT,Panel-2,2026-05-10,DEMO_SYNTHETIC
WRK-00195,M005,CTR-0013,CONTRACTOR,Demo Worker WRK-00195,Fitter,Operations,A,SUPERVISED,2027-09-28,VALID,2026-10-29,VALID,COMPLIANT,PRESENT,Haul Road,2024-07-03,DEMO_SYNTHETIC
WRK-00196,M005,,EMPLOYEE,Demo Worker WRK-00196,Drill Operator,Operations,A,TRAINEE,2026-09-23,DUE_SOON,2026-09-15,DUE_SOON,NON_COMPLIANT,PRESENT,Coal Face,2023-11-21,DEMO_SYNTHETIC
WRK-00197,M005,CTR-0015,CONTRACTOR,Demo Worker WRK-00197,Safety Assistant,Production,B,TRAINEE,2027-03-17,VALID,2027-07-28,VALID,PARTIAL,PRESENT,Panel-2,2025-01-06,DEMO_SYNTHETIC
WRK-00198,M005,,EMPLOYEE,Demo Worker WRK-00198,Electrician,Environment,A,COMPETENT,2027-03-28,VALID,2026-12-04,VALID,PARTIAL,PRESENT,Coal Face,2026-02-10,DEMO_SYNTHETIC
WRK-00199,M005,,EMPLOYEE,Demo Worker WRK-00199,Excavator Operator,Environment,A,SUPERVISED,2026-08-16,EXPIRED,2027-05-31,VALID,COMPLIANT,PRESENT,Panel-2,2025-09-16,DEMO_SYNTHETIC
WRK-00200,M005,,EMPLOYEE,Demo Worker WRK-00200,General Worker,Mechanical,C,SUPERVISED,2026-10-17,VALID,2027-05-17,VALID,COMPLIANT,PRESENT,Haul Road,2025-09-09,DEMO_SYNTHETIC
WRK-00201,M005,CTR-0014,CONTRACTOR,Demo Worker WRK-00201,Fitter,Safety,B,TRAINEE,2027-05-13,VALID,2027-08-13,VALID,COMPLIANT,PRESENT,Panel-1,2025-12-15,DEMO_SYNTHETIC
WRK-00202,M005,,EMPLOYEE,Demo Worker WRK-00202,Electrician,Operations,B,TRAINEE,2026-09-22,DUE_SOON,2026-09-01,EXPIRED,COMPLIANT,ABSENT,Coal Face,2023-11-27,DEMO_SYNTHETIC
WRK-00203,M005,,EMPLOYEE,Demo Worker WRK-00203,Drill Operator,Environment,B,SUPERVISED,2027-01-05,VALID,2027-09-02,VALID,COMPLIANT,PRESENT,Surface Office,2023-09-09,DEMO_SYNTHETIC
WRK-00204,M005,,EMPLOYEE,Demo Worker WRK-00204,Safety Assistant,Mechanical,B,COMPETENT,2027-08-29,VALID,2027-07-09,VALID,COMPLIANT,PRESENT,Coal Face,2025-03-04,DEMO_SYNTHETIC
WRK-00205,M005,,EMPLOYEE,Demo Worker WRK-00205,Survey Assistant,Environment,A,COMPETENT,2027-10-19,VALID,2027-08-07,VALID,COMPLIANT,ABSENT,Workshop,2024-08-12,DEMO_SYNTHETIC
WRK-00206,M005,CTR-0013,CONTRACTOR,Demo Worker WRK-00206,Fitter,Safety,C,SUPERVISED,2027-06-15,VALID,2027-05-23,VALID,PARTIAL,OFF_SHIFT,Panel-2,2026-04-22,DEMO_SYNTHETIC
WRK-00207,M005,CTR-0013,CONTRACTOR,Demo Worker WRK-00207,Drill Operator,Electrical,C,COMPETENT,2027-04-15,VALID,2027-05-16,VALID,COMPLIANT,PRESENT,Panel-1,2024-11-28,DEMO_SYNTHETIC
WRK-00208,M005,,EMPLOYEE,Demo Worker WRK-00208,Survey Assistant,Electrical,C,COMPETENT,2026-10-01,DUE_SOON,2027-07-18,VALID,COMPLIANT,PRESENT,Workshop,2024-02-23,DEMO_SYNTHETIC
WRK-00209,M005,,EMPLOYEE,Demo Worker WRK-00209,Survey Assistant,Electrical,A,SUPERVISED,2026-11-02,VALID,2026-12-16,VALID,PARTIAL,PRESENT,Pit,2025-01-05,DEMO_SYNTHETIC
WRK-00210,M005,,EMPLOYEE,Demo Worker WRK-00210,Safety Assistant,Operations,B,COMPETENT,2026-09-19,DUE_SOON,2026-11-21,VALID,COMPLIANT,PRESENT,Coal Face,2026-06-01,DEMO_SYNTHETIC
WRK-00211,M005,CTR-0013,CONTRACTOR,Demo Worker WRK-00211,Excavator Operator,Electrical,C,SUPERVISED,2027-02-22,VALID,2027-02-14,VALID,COMPLIANT,PRESENT,Haul Road,2025-10-19,DEMO_SYNTHETIC
WRK-00212,M005,CTR-0014,CONTRACTOR,Demo Worker WRK-00212,Electrician,Environment,B,COMPETENT,2026-08-14,EXPIRED,2026-10-09,VALID,PARTIAL,PRESENT,Panel-1,2024-11-27,DEMO_SYNTHETIC
WRK-00213,M005,,EMPLOYEE,Demo Worker WRK-00213,Excavator Operator,Electrical,C,TRAINEE,2027-05-24,VALID,2027-02-08,VALID,COMPLIANT,PRESENT,Surface Office,2025-02-20,DEMO_SYNTHETIC
WRK-00214,M005,CTR-0015,CONTRACTOR,Demo Worker WRK-00214,Survey Assistant,Safety,C,SUPERVISED,2027-05-27,VALID,2027-04-23,VALID,COMPLIANT,PRESENT,Surface Office,2025-06-01,DEMO_SYNTHETIC
WRK-00215,M005,CTR-0013,CONTRACTOR,Demo Worker WRK-00215,Dumper Operator,Electrical,B,COMPETENT,2026-11-07,VALID,2026-08-31,EXPIRED,COMPLIANT,PRESENT,Haul Road,2025-07-04,DEMO_SYNTHETIC
WRK-00216,M005,,EMPLOYEE,Demo Worker WRK-00216,Fitter,Electrical,A,COMPETENT,2027-10-25,VALID,2026-11-24,VALID,COMPLIANT,PRESENT,Surface Office,2024-09-11,DEMO_SYNTHETIC
WRK-00217,M005,,EMPLOYEE,Demo Worker WRK-00217,Drill Operator,Production,C,SUPERVISED,2026-09-29,DUE_SOON,2026-09-19,DUE_SOON,COMPLIANT,PRESENT,Haul Road,2026-05-22,DEMO_SYNTHETIC
WRK-00218,M005,CTR-0015,CONTRACTOR,Demo Worker WRK-00218,Survey Assistant,Production,C,SUPERVISED,2027-02-14,VALID,2027-03-08,VALID,COMPLIANT,PRESENT,Panel-1,2025-05-22,DEMO_SYNTHETIC
WRK-00219,M005,CTR-0013,CONTRACTOR,Demo Worker WRK-00219,Survey Assistant,Electrical,B,COMPETENT,2027-02-28,VALID,2027-09-01,VALID,COMPLIANT,OFF_SHIFT,West Dump,2025-09-12,DEMO_SYNTHETIC
WRK-00220,M005,,EMPLOYEE,Demo Worker WRK-00220,Safety Assistant,Operations,B,SUPERVISED,2026-11-08,VALID,2027-03-10,VALID,COMPLIANT,PRESENT,Panel-1,2024-05-04,DEMO_SYNTHETIC
WRK-00221,M005,CTR-0015,CONTRACTOR,Demo Worker WRK-00221,Survey Assistant,Production,C,SUPERVISED,2027-04-19,VALID,2026-12-27,VALID,PARTIAL,PRESENT,West Dump,2025-12-03,DEMO_SYNTHETIC
WRK-00222,M005,,EMPLOYEE,Demo Worker WRK-00222,Excavator Operator,Mechanical,C,COMPETENT,2027-05-28,VALID,2027-07-27,VALID,PARTIAL,PRESENT,Panel-1,2024-11-19,DEMO_SYNTHETIC
WRK-00223,M005,CTR-0013,CONTRACTOR,Demo Worker WRK-00223,Excavator Operator,Environment,C,COMPETENT,2027-09-07,VALID,2027-08-28,VALID,PARTIAL,PRESENT,Coal Face,2024-04-28,DEMO_SYNTHETIC
WRK-00224,M005,,EMPLOYEE,Demo Worker WRK-00224,Electrician,Mechanical,C,COMPETENT,2027-02-09,VALID,2026-12-29,VALID,COMPLIANT,PRESENT,West Dump,2025-11-30,DEMO_SYNTHETIC
WRK-00225,M005,,EMPLOYEE,Demo Worker WRK-00225,Fitter,Electrical,C,TRAINEE,2026-07-21,EXPIRED,2026-10-27,VALID,COMPLIANT,PRESENT,Coal Face,2023-12-21,DEMO_SYNTHETIC
WRK-00226,M006,CTR-0018,CONTRACTOR,Demo Worker WRK-00226,Dumper Operator,Production,B,TRAINEE,2027-03-29,VALID,2027-05-13,VALID,COMPLIANT,LEAVE,Panel-1,2023-08-21,DEMO_SYNTHETIC
WRK-00227,M006,,EMPLOYEE,Demo Worker WRK-00227,Electrician,Environment,A,COMPETENT,2027-02-11,VALID,2027-08-08,VALID,COMPLIANT,LEAVE,West Dump,2025-09-25,DEMO_SYNTHETIC
WRK-00228,M006,,EMPLOYEE,Demo Worker WRK-00228,Survey Assistant,Safety,A,COMPETENT,2027-10-26,VALID,2026-11-15,VALID,COMPLIANT,OFF_SHIFT,West Dump,2025-01-15,DEMO_SYNTHETIC
WRK-00229,M006,,EMPLOYEE,Demo Worker WRK-00229,Electrician,Electrical,B,SUPERVISED,2027-08-10,VALID,2027-08-14,VALID,COMPLIANT,PRESENT,Coal Face,2025-01-10,DEMO_SYNTHETIC
